Car Id,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
991,Hyundai i10 Era 1.1 iTech SE,2011,147000,110000,Petrol,Individual,Manual,Second Owner
992,Maruti Vitara Brezza VDi Option,2018,725000,26350,Diesel,Individual,Manual,First Owner
993,Mahindra Scorpio SLE BSIV,2012,550000,90000,Diesel,Individual,Manual,First Owner
994,Hyundai i20 Sportz Option 1.2,2016,475000,25000,Petrol,Individual,Manual,First Owner
995,Hyundai Santro Xing GLS,2014,250000,50000,Petrol,Individual,Manual,Second Owner
996,Tata Indica LSI,2006,70000,60000,Petrol,Individual,Manual,Second Owner
997,Hyundai EON Era Plus,2012,160000,70000,Petrol,Individual,Manual,Third Owner
998,Ford Endeavour 3.0L 4X4 AT,2011,1000000,90000,Diesel,Individual,Automatic,Second Owner
999,Hyundai Santro LE zipPlus,2001,68000,70000,Petrol,Individual,Manual,First Owner
1000,Hyundai Grand i10 1.2 Kappa Asta,2017,500000,26500,Petrol,Individual,Manual,First Owner
1001,Tata Indigo CR4,2013,170000,60000,Diesel,Individual,Manual,First Owner
1002,Mahindra Scorpio S11 BSIV,2018,1300000,35000,Diesel,Individual,Manual,First Owner
1003,Hyundai Creta 1.4 EX Diesel,2020,1050000,10000,Diesel,Individual,Manual,First Owner
1004,Maruti Ritz LXI,2009,300000,15000,Petrol,Individual,Manual,First Owner
1005,Hyundai i20 Magna 1.2,2016,600000,25000,Petrol,Individual,Manual,First Owner
1006,Hyundai Verna CRDi 1.6 SX,2017,900000,50000,Diesel,Individual,Manual,First Owner
1007,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,550000,25000,Petrol,Individual,Manual,First Owner
1008,Maruti Alto LX,2007,100000,52000,Petrol,Individual,Manual,Second Owner
1009,Honda Brio 1.2 S MT,2017,400000,15000,Petrol,Individual,Manual,First Owner
1010,Tata Nano Lx,2011,120000,20000,Petrol,Individual,Manual,First Owner
1011,Hyundai i20 Asta 1.4 CRDi,2013,300000,90000,Diesel,Individual,Manual,First Owner
1012,Tata Indigo LX,2011,140000,60000,Diesel,Individual,Manual,Second Owner
1013,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015,640000,23000,Petrol,Individual,Manual,First Owner
1014,Maruti Alto K10 VXI,2018,380000,22155,Petrol,Individual,Manual,First Owner
1015,Tata Nano Lx,2011,120000,20000,Petrol,Individual,Manual,First Owner
1016,Maruti Ciaz 1.4 Delta,2018,650000,70000,Petrol,Individual,Manual,First Owner
1017,Maruti Alto LX,2009,150000,60000,Petrol,Individual,Manual,Second Owner
1018,Ford Figo Aspire 1.2 Ti-VCT Trend,2018,550000,35000,Petrol,Individual,Manual,First Owner
1019,Mahindra XUV500 W8 4WD,2012,650000,71042,Diesel,Dealer,Manual,First Owner
1020,Mitsubishi Pajero Sport 4X4,2012,1025000,167870,Diesel,Dealer,Manual,Second Owner
1021,Ford Fiesta 1.5 TDCi Titanium,2011,195000,133564,Diesel,Dealer,Manual,First Owner
1022,Mercedes-Benz C-Class Progressive C 220d,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner
1023,BMW 3 Series 320d Sport,2013,1490000,40000,Diesel,Dealer,Automatic,First Owner
1024,BMW X5 xDrive 30d xLine,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner
1025,Honda City i-VTEC CVT ZX,2018,1140000,23038,Petrol,Trustmark Dealer,Automatic,First Owner
1026,Chevrolet Beat Diesel LS,2011,95000,70000,Diesel,Individual,Manual,First Owner
1027,BMW 3 Series GT Luxury Line,2017,3050000,30000,Diesel,Individual,Automatic,First Owner
1028,Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000,19890,Petrol,Dealer,Automatic,First Owner
1029,Maruti Ertiga VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
1030,Hyundai Grand i10 Magna AT,2017,520000,10510,Petrol,Dealer,Automatic,First Owner
1031,Chevrolet Beat LT Option,2016,239000,41000,Petrol,Dealer,Manual,First Owner
1032,Toyota Fortuner 4x2 AT,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
1033,Hyundai i10 Magna,2012,229999,49824,Petrol,Dealer,Manual,First Owner
1034,Audi A6 2.0 TDI Premium Plus,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner
1035,Maruti Baleno Delta 1.2,2017,585000,43608,Petrol,Trustmark Dealer,Manual,First Owner
1036,Maruti Baleno Alpha CVT,2018,825000,11212,Petrol,Trustmark Dealer,Automatic,First Owner
1037,Hyundai i20 1.4 Magna Executive,2013,280000,52000,Diesel,Dealer,Manual,First Owner
1038,Maruti Baleno Zeta,2016,725000,49217,Petrol,Trustmark Dealer,Manual,First Owner
1039,Mahindra Verito 1.5 D4 BSIV,2015,300000,90000,Diesel,Individual,Manual,First Owner
1040,Hyundai Xcent 1.2 Kappa S,2015,375000,70000,Petrol,Individual,Manual,First Owner
1041,Honda City VTEC,2003,310000,90000,Petrol,Individual,Manual,Fourth & Above Owner
1042,Maruti Swift Dzire VDi,2011,375000,190000,Diesel,Individual,Manual,Third Owner
1043,Ford Endeavour 3.2 Titanium AT 4X4,2016,1950000,106000,Diesel,Individual,Automatic,First Owner
1044,Tata Xenon XT EX 4X2,2012,400000,80000,Diesel,Individual,Manual,Second Owner
1045,Nissan Terrano XL Plus 85 PS,2014,550000,80000,Diesel,Individual,Manual,Second Owner
1046,Maruti Eeco 7 Seater Standard BSIV,2018,270000,20000,Petrol,Individual,Manual,First Owner
1047,Maruti Ertiga ZDI,2012,555000,110000,Diesel,Individual,Manual,Second Owner
1048,Ford Ecosport 1.5 DV5 MT Ambiente,2013,500000,60000,Diesel,Individual,Manual,Second Owner
1049,Skoda Laura Elegance 1.9 TDI  AT,2010,400000,130000,Diesel,Individual,Automatic,Second Owner
1050,Hyundai EON 1.0 Era Plus,2017,280000,28838,Petrol,Individual,Manual,First Owner
1051,Tata Indica GLS BS IV,2008,80000,200000,Petrol,Individual,Manual,First Owner
1052,Tata Indica DLS,2006,55000,100000,Diesel,Individual,Manual,First Owner
1053,Maruti Alto 800 LXI Airbag,2014,250000,50000,Petrol,Individual,Manual,First Owner
1054,Mahindra Bolero SLX 2WD,2010,250000,190000,Diesel,Individual,Manual,Fourth & Above Owner
1055,Mahindra Jeep MM 540,2007,95000,100000,Diesel,Individual,Manual,Second Owner
1056,Mahindra Scorpio 1.99 S10,2014,725000,135000,Diesel,Individual,Manual,Second Owner
1057,Mahindra Bolero Power Plus Plus AC BSIV PS,2015,320000,50000,Diesel,Individual,Manual,Third Owner
1058,Skoda Octavia Elegance 2.0 TDI AT,2014,1200000,135000,Diesel,Individual,Automatic,Third Owner
1059,Chevrolet Beat Diesel LS,2012,160000,50000,Diesel,Individual,Manual,First Owner
1060,Honda Jazz 1.5 VX i DTEC,2018,790000,19571,Diesel,Dealer,Manual,First Owner
1061,Honda City i-VTEC ZX,2018,1200000,29600,Petrol,Dealer,Manual,First Owner
1062,Maruti Swift LXI,2011,175000,70000,Petrol,Individual,Manual,First Owner
1063,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,950000,15000,Diesel,Individual,Automatic,First Owner
1064,Maruti Celerio LXI MT BSIV,2019,340000,50000,Petrol,Individual,Manual,First Owner
1065,Renault Captur 1.5 Diesel RXT,2017,825000,13500,Diesel,Individual,Manual,First Owner
1066,Audi A4 30 TFSI Technology,2018,3100000,22000,Petrol,Individual,Automatic,First Owner
1067,Honda Amaze VX Diesel BSIV,2018,780000,25000,Diesel,Dealer,Manual,First Owner
1068,Toyota Corolla Altis 1.8 VL AT,2010,350000,80000,Petrol,Individual,Automatic,Third Owner
1069,Honda Amaze VX Petrol BSIV,2018,690000,39000,Petrol,Dealer,Manual,First Owner
1070,Maruti Alto 800 VXI,2016,245000,60000,Petrol,Individual,Manual,First Owner
1071,Honda Amaze VX Diesel BSIV,2018,790000,49000,Diesel,Dealer,Manual,First Owner
1072,Honda Amaze VX i-VTEC,2018,680000,48600,Petrol,Dealer,Manual,First Owner
1073,Hyundai Grand i10 Asta Option,2017,540000,20000,Petrol,Individual,Manual,Second Owner
1074,Mahindra KUV 100 mFALCON G80 K2,2016,425000,25000,Petrol,Individual,Manual,First Owner
1075,Maruti Zen Estilo Sports,2008,140000,120000,Petrol,Individual,Manual,First Owner
1076,Maruti Ertiga ZDI Plus,2019,1100000,30000,Diesel,Individual,Manual,First Owner
1077,Renault Lodgy 85PS RxL,2015,715000,35000,Diesel,Individual,Manual,First Owner
1078,Audi A4 3.0 TDI Quattro,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner
1079,Audi Q3 2.0 TDI Quattro Premium Plus,2015,1750000,127643,Diesel,Dealer,Automatic,First Owner
1080,Tata Zest Revotron 1.2T XMS,2018,400000,54000,Petrol,Dealer,Manual,Second Owner
1081,Audi A6 2.0 TDI  Design Edition,2014,1750000,102354,Diesel,Dealer,Automatic,First Owner
1082,Audi Q5 2.0 TFSI Quattro Premium Plus,2014,1850000,62237,Petrol,Dealer,Automatic,First Owner
1083,Hyundai Santro Xing XL eRLX Euro III,2005,114999,90000,Petrol,Dealer,Manual,Second Owner
1084,Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,21394,Diesel,Dealer,Manual,First Owner
1085,Datsun GO T Petrol,2015,310000,32686,Petrol,Dealer,Manual,First Owner
1086,Mahindra Jeep CJ 500 DI,2006,575000,1001,Diesel,Dealer,Manual,First Owner
1087,Renault Pulse RxZ,2017,490000,22000,Diesel,Dealer,Manual,First Owner
1088,Hyundai Grand i10 Magna,2017,480000,53261,Petrol,Dealer,Manual,First Owner
1089,Land Rover Discovery Sport SD4 HSE Luxury,2016,3500000,53000,Diesel,Dealer,Automatic,First Owner
1090,Renault KWID 1.0 RXT Optional,2018,370000,10000,Petrol,Dealer,Manual,First Owner
1091,Maruti Baleno Alpha 1.3,2017,835000,14000,Diesel,Dealer,Manual,First Owner
1092,Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,650000,44000,Petrol,Dealer,Manual,First Owner
1093,Toyota Etios VD,2014,670000,39895,Diesel,Dealer,Manual,First Owner
1094,Chevrolet Cruze LTZ AT,2017,950000,73000,Diesel,Dealer,Automatic,First Owner
1095,Honda City i-VTEC SV,2014,690000,17000,Petrol,Dealer,Manual,First Owner
1096,Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,670000,18591,Petrol,Dealer,Manual,First Owner
1097,Tata Nexon 1.5 Revotorq XZ,2017,925000,26766,Diesel,Dealer,Manual,First Owner
1098,Hyundai EON Magna Plus,2015,250000,30000,Petrol,Individual,Manual,First Owner
1099,Tata Sumo Gold EX,2016,509999,42000,Diesel,Individual,Manual,First Owner
1100,Honda City i DTEC VX,2014,520000,110000,Diesel,Individual,Manual,First Owner
1101,Tata Indica DLE,2005,100000,100000,Diesel,Individual,Manual,First Owner
1102,Tata Indica DLS,2006,85000,300000,Diesel,Individual,Manual,Second Owner
1103,Tata Indigo LX,2009,130000,110000,Diesel,Individual,Manual,Third Owner
1104,Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,27620,Diesel,Dealer,Manual,First Owner
1105,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,450000,70000,Petrol,Individual,Manual,First Owner
1106,Honda City S,2012,320000,50000,Petrol,Individual,Manual,Second Owner
1107,Maruti Swift Dzire VDI,2015,480000,50000,Diesel,Individual,Manual,First Owner
1108,Mercedes-Benz New C-Class C 220 CDI Grand Edition,2014,2490000,46000,Diesel,Individual,Automatic,First Owner
1109,Toyota Innova 2.5 VX 8 STR,2012,790000,82000,Diesel,Individual,Manual,First Owner
1110,Maruti Omni MPI STD BSIV,2016,120000,120000,Petrol,Individual,Manual,First Owner
1111,Maruti Alto LXi,2006,75000,80000,Petrol,Individual,Manual,Third Owner
1112,Tata Indica GLS BS IV,2010,99000,70000,Petrol,Individual,Manual,First Owner
1113,Maruti S-Cross Zeta DDiS 200 SH,2018,1015000,20000,Diesel,Individual,Manual,First Owner
1114,Mahindra Xylo D4 BSIV,2013,250000,200000,Diesel,Individual,Manual,Second Owner
1115,Toyota Innova Crysta 2.5 VX BS IV,2011,520000,120000,Diesel,Individual,Manual,First Owner
1116,Hyundai Verna CRDi 1.6 AT SX Option,2018,1100000,30000,Diesel,Individual,Automatic,First Owner
1117,Toyota Innova 2.5 V Diesel 7-seater,2005,200000,223000,Diesel,Individual,Manual,First Owner
1118,Maruti Swift Dzire VDI,2016,525000,60000,Diesel,Individual,Manual,First Owner
1119,Hyundai i20 Asta 1.2,2016,500000,40000,Petrol,Individual,Manual,First Owner
1120,Mahindra Scorpio S2 7 Seater,2016,675000,161327,Diesel,Individual,Manual,First Owner
1121,Hyundai i10 Magna 1.2 iTech SE,2009,150000,60000,Petrol,Individual,Manual,Third Owner
1122,Mahindra Bolero DI,2007,250000,50000,Diesel,Individual,Manual,First Owner
1123,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,450000,6000,Petrol,Individual,Manual,First Owner
1124,Hyundai Santro Xing XS,2009,150000,68000,Petrol,Individual,Manual,Second Owner
1125,Chevrolet Beat Diesel LS,2012,200000,85000,Diesel,Individual,Manual,First Owner
1126,Mahindra Scorpio VLS AT 2.2 mHAWK,2011,525000,70000,Diesel,Individual,Automatic,First Owner
1127,Maruti Esteem VX,1999,60000,35000,Petrol,Individual,Manual,Second Owner
1128,Maruti Swift Vdi BSIII,2010,180000,100000,Diesel,Individual,Manual,Second Owner
1129,Honda Amaze S i-Dtech,2015,475000,110000,Diesel,Individual,Manual,First Owner
1130,Mahindra Scorpio VLS AT 2.2 mHAWK,2010,380000,195000,Diesel,Individual,Automatic,Second Owner
1131,Maruti Alto 800 LXI,2015,285000,46000,Petrol,Individual,Manual,Second Owner
1132,Maruti Alto LXi BSIII,2008,91200,60000,Petrol,Individual,Manual,Second Owner
1133,Datsun RediGO T Option,2017,250000,46000,Petrol,Individual,Manual,First Owner
1134,Hyundai Grand i10 CRDi Sportz,2015,400000,42000,Diesel,Individual,Manual,First Owner
1135,Hyundai Santro Xing XG AT,2006,160000,90000,Petrol,Individual,Automatic,Second Owner
1136,Skoda Yeti Ambition 4X2,2012,650000,85000,Diesel,Individual,Manual,Second Owner
1137,Hyundai Verna 1.6 SX,2012,409999,120000,Diesel,Individual,Manual,Third Owner
1138,Ford Ecosport 1.5 DV5 MT Titanium,2013,425000,72000,Diesel,Individual,Manual,First Owner
1139,Maruti Wagon R LXI CNG,2013,250000,71000,CNG,Individual,Manual,Second Owner
1140,Maruti Swift Dzire VXi,2009,200000,110000,Petrol,Individual,Manual,Fourth & Above Owner
1141,Maruti Wagon R LXI CNG,2013,250000,71000,CNG,Individual,Manual,Second Owner
1142,Volkswagen Polo Diesel Trendline 1.2L,2010,130000,144000,Diesel,Individual,Manual,Fourth & Above Owner
1143,Maruti Eeco 5 Seater AC BSIV,2017,260000,30000,Petrol,Dealer,Manual,First Owner
1144,Hyundai Verna SX,2007,155000,65000,Petrol,Dealer,Manual,First Owner
1145,Honda Jazz 1.5 VX i DTEC,2015,450000,38000,Diesel,Individual,Manual,First Owner
1146,Maruti SX4 Celebration Petrol,2012,220000,90000,Petrol,Individual,Manual,Second Owner
1147,Hyundai i20 Active S Diesel,2018,650000,37000,Diesel,Dealer,Manual,First Owner
1148,Maruti Alto 800 LXI,2018,285000,30000,Petrol,Dealer,Manual,First Owner
1149,Honda Amaze V CVT Petrol BSIV,2018,725000,26000,Petrol,Dealer,Automatic,First Owner
1150,Maruti Ciaz ZXi,2016,625000,30000,Petrol,Dealer,Manual,First Owner
1151,Hyundai i20 Active SX Petrol,2016,550000,23000,Petrol,Dealer,Manual,First Owner
1152,Hyundai i10 Magna,2012,240000,40000,Petrol,Dealer,Manual,First Owner
1153,Nissan Terrano XL 85 PS,2014,600000,27000,Diesel,Dealer,Manual,First Owner
1154,Tata New Safari DICOR 2.2 EX 4x2,2012,350000,65000,Diesel,Dealer,Manual,First Owner
1155,Hyundai EON Magna Plus,2015,245000,32000,Petrol,Dealer,Manual,First Owner
1156,Mahindra Bolero B6,2016,600000,56000,Diesel,Dealer,Manual,First Owner
1157,BMW X1 sDrive 20d xLine,2017,2400000,30000,Diesel,Individual,Automatic,First Owner
1158,Mahindra Scorpio SLE BS IV,2014,620000,80000,Diesel,Dealer,Manual,First Owner
1159,Maruti Swift Dzire 1.2 Vxi BSIV,2014,395000,52000,Petrol,Dealer,Manual,Second Owner
1160,Maruti Ertiga ZXI,2014,635000,13250,Petrol,Dealer,Manual,First Owner
1161,Maruti Alto LX,2011,180000,36000,Petrol,Dealer,Manual,First Owner
1162,Maruti Swift ZDI Plus,2015,484999,73000,Diesel,Dealer,Manual,Second Owner
1163,Maruti Alto LX,2004,110000,60000,Petrol,Individual,Manual,First Owner
1164,Maruti Wagon R VXI BSIII,2006,150000,60000,Petrol,Individual,Manual,Second Owner
1165,Chevrolet Tavera Neo 2 LT L 9 Str,2012,400000,110000,Diesel,Individual,Manual,First Owner
1166,Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,200000,70000,Diesel,Individual,Manual,Second Owner
1167,Renault Duster 85PS Diesel RxL Plus,2013,302000,60000,Diesel,Individual,Manual,Second Owner
1168,Maruti Swift Dzire Vdi BSIV,2011,215000,90000,Diesel,Individual,Manual,Fourth & Above Owner
1169,Maruti Wagon R VXI BSIII,2004,155000,80000,Petrol,Individual,Manual,Second Owner
1170,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,1000000,101000,Diesel,Individual,Manual,Second Owner
1171,Mahindra Bolero Power Plus SLX,2018,550000,44000,Diesel,Individual,Manual,First Owner
1172,Maruti Swift 1.3 VXi,2006,200000,45000,Petrol,Individual,Manual,First Owner
1173,Mahindra Scorpio S2 7 Seater,2017,750000,120000,Diesel,Individual,Manual,First Owner
1174,Maruti Zen LXI,2005,90000,90000,Petrol,Individual,Manual,Second Owner
1175,Maruti Wagon R LXI Minor,2007,80000,120000,Petrol,Individual,Manual,Second Owner
1176,Hyundai EON D Lite Plus,2013,229999,13500,Petrol,Individual,Manual,First Owner
1177,Renault KWID 1.0 RXT Optional,2017,350000,10000,Petrol,Individual,Manual,First Owner
1178,Hyundai Grand i10 Magna,2015,325000,25000,Petrol,Individual,Manual,Third Owner
1179,Tata Tigor 1.2 Revotron XT,2018,450000,8500,Petrol,Individual,Manual,First Owner
1180,Maruti SX4 Celebration Diesel,2012,250000,120000,Diesel,Individual,Manual,First Owner
1181,Volkswagen Polo Diesel Comfortline 1.2L,2012,225000,120000,Diesel,Individual,Manual,First Owner
1182,Maruti Alto LXi,2009,150000,90246,Petrol,Individual,Manual,Third Owner
1183,Maruti Alto LX BSIII,2008,110000,90000,Petrol,Individual,Manual,Second Owner
1184,Maruti Alto LXi BSIII,2010,150000,40000,Petrol,Individual,Manual,Second Owner
1185,Maruti Gypsy King Hard Top,2000,165000,60000,Petrol,Individual,Manual,Fourth & Above Owner
1186,Renault Duster 85PS Diesel RxL,2017,610000,32000,Diesel,Individual,Manual,Second Owner
1187,Tata Manza Club Class Quadrajet90 VX,2013,170000,60400,Diesel,Individual,Manual,First Owner
1188,Hyundai Verna CRDi,2008,150000,70950,Diesel,Individual,Manual,Second Owner
1189,Hyundai i20 Asta 1.4 CRDi,2013,300000,90000,Diesel,Individual,Manual,First Owner
1190,Hyundai Xcent 1.1 CRDi Base,2015,375000,72000,Diesel,Individual,Manual,First Owner
1191,Maruti Swift VDI,2013,390000,90000,Diesel,Individual,Manual,First Owner
1192,Hyundai i20 Active 1.2 S,2017,600000,10000,Petrol,Individual,Manual,First Owner
1193,Maruti Alto 800 LXI,2014,204999,25000,Petrol,Individual,Manual,Second Owner
1194,Hyundai Verna CRDi,2009,270000,80000,Diesel,Individual,Manual,Second Owner
1195,Hyundai Grand i10 Sportz,2017,375000,10000,Petrol,Individual,Manual,First Owner
1196,Maruti Baleno Zeta,2020,700000,1100,Petrol,Individual,Manual,First Owner
1197,Maruti Swift VXI Deca,2017,455000,40000,Petrol,Individual,Manual,First Owner
1198,Hyundai i10 Sportz 1.1L,2017,375000,10000,Petrol,Individual,Manual,First Owner
1199,Hyundai Grand i10 Asta,2014,341000,31491,Petrol,Individual,Manual,First Owner
1200,Maruti Swift Dzire VDI,2014,200000,107143,Diesel,Individual,Manual,Second Owner
1201,Maruti Ignis 1.2 AMT Delta BSIV,2017,450000,15000,Petrol,Individual,Automatic,First Owner
1202,Hyundai Santro Xing GL Plus,2012,170000,50000,Petrol,Individual,Manual,Second Owner
1203,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,1900000,100000,Diesel,Individual,Manual,First Owner
1204,Mahindra Bolero Power Plus LX,2016,500000,60000,Diesel,Individual,Manual,First Owner
1205,Maruti Vitara Brezza ZDi Plus,2016,819999,85000,Diesel,Individual,Manual,First Owner
1206,Maruti Swift 1.2 DLX,2014,351000,40000,Petrol,Individual,Manual,Second Owner
1207,Hyundai i10 Magna 1.2 iTech SE,2011,195000,80000,Petrol,Individual,Manual,Second Owner
1208,Maruti Swift Dzire VDi,2008,250000,82000,Diesel,Individual,Manual,Second Owner
1209,Maruti Zen Estilo 1.1 VXI BSIII,2008,120000,70000,Petrol,Individual,Manual,Second Owner
1210,Maruti A-Star Vxi,2009,180000,70000,Petrol,Individual,Manual,Third Owner
1211,Mahindra KUV 100 mFALCON D75 K6,2016,430000,20000,Diesel,Individual,Manual,First Owner
1212,Tata Nano Cx BSIV,2012,75000,35000,Petrol,Individual,Manual,Second Owner
1213,Mahindra Xylo D4,2017,750000,80000,Diesel,Individual,Manual,First Owner
1214,Tata Nano Lx,2011,60000,40000,Petrol,Individual,Manual,First Owner
1215,Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,1500000,46412,Diesel,Individual,Manual,First Owner
1216,Mahindra Bolero SLX 2WD BSIII,2011,390000,150000,Diesel,Individual,Manual,Fourth & Above Owner
1217,Mahindra TUV 300 T4,2016,630000,50000,Diesel,Individual,Manual,First Owner
1218,Tata Safari Storme VX Varicor 400,2018,1085000,15000,Diesel,Individual,Manual,First Owner
1219,Hyundai i10 Magna 1.2 iTech SE,2012,190000,60000,Petrol,Individual,Manual,Second Owner
1220,Maruti Baleno Delta Automatic,2018,550000,25000,Petrol,Individual,Automatic,First Owner
1221,Maruti Alto 800 LXI,2012,200000,90000,Petrol,Individual,Manual,Third Owner
1222,Chevrolet Spark 1.0 LT,2011,165000,60000,Petrol,Individual,Manual,First Owner
1223,Ford Figo Diesel Celebration Edition,2013,260000,65000,Diesel,Individual,Manual,First Owner
1224,Maruti Alto LX,2011,151000,40000,Petrol,Individual,Manual,First Owner
1225,Maruti Vitara Brezza VDi,2018,780000,50000,Diesel,Individual,Manual,First Owner
1226,Tata Indica Vista Quadrajet LX,2012,175000,80000,Diesel,Individual,Manual,Third Owner
1227,Tata Indica Vista TDI LS,2010,170000,107500,Diesel,Dealer,Manual,First Owner
1228,Tata Indica Vista TDI LS,2013,210000,135000,Diesel,Dealer,Manual,Second Owner
1229,Maruti Alto LXi,2007,90000,43826,Petrol,Dealer,Manual,Second Owner
1230,Hyundai i20 Active S Petrol,2016,535000,55838,Petrol,Dealer,Manual,First Owner
1231,Maruti Swift VDI BSIV,2007,195000,112880,Diesel,Dealer,Manual,First Owner
1232,Tata Indica Vista Terra Quadrajet 1.3L,2011,140000,90000,Diesel,Individual,Manual,Third Owner
1233,Nissan Sunny XL,2012,350000,40000,Petrol,Individual,Manual,First Owner
1234,Hyundai Verna 1.6 SX VTVT (O),2013,425000,66000,Petrol,Individual,Manual,First Owner
1235,Renault KWID 1.0 RXT Optional,2017,300000,30300,Petrol,Individual,Manual,First Owner
1236,Volkswagen Vento Diesel Style Limited Edition,2013,340000,85000,Diesel,Individual,Manual,Second Owner
1237,Maruti Swift Dzire VXi,2009,250000,80659,Petrol,Dealer,Manual,First Owner
1238,Chevrolet Aveo 1.4 LS,2008,170000,81324,Petrol,Dealer,Manual,First Owner
1239,Honda Amaze S i-Dtech,2013,315000,127884,Diesel,Dealer,Manual,First Owner
1240,Chevrolet Beat PS,2015,200000,50000,Petrol,Individual,Manual,First Owner
1241,Chevrolet Beat PS,2016,300000,25000,Petrol,Individual,Manual,First Owner
1242,Honda Amaze S i-Dtech,2015,300000,66755,Diesel,Dealer,Manual,First Owner
1243,Honda City E,2013,380000,123084,Petrol,Dealer,Manual,First Owner
1244,Maruti Swift VXI BSIII,2009,250000,806599,Petrol,Dealer,Manual,First Owner
1245,Honda Amaze S i-Dtech,2013,310000,95851,Diesel,Dealer,Manual,First Owner
1246,Maruti Wagon R VXI Minor ABS,2010,260000,50000,Petrol,Individual,Manual,First Owner
1247,Maruti Omni BSIII 8-STR W/ IMMOBILISER,2008,150000,50000,Petrol,Individual,Manual,Second Owner
1248,Maruti Esteem Vxi - BSIII,2006,85000,60000,Petrol,Individual,Manual,Second Owner
1249,Maruti Alto 800 LXI,2015,280000,15000,Petrol,Individual,Manual,Second Owner
1250,Mahindra Xylo H4 ABS,2016,850000,40000,Diesel,Individual,Manual,First Owner
1251,Datsun GO Plus T Option BSIV,2017,375000,20000,Petrol,Individual,Manual,Second Owner
1252,Hyundai Elantra CRDi (Leather Option),2006,125000,120000,Diesel,Individual,Manual,Third Owner
1253,Chevrolet Beat Diesel LT,2012,250000,110000,Diesel,Individual,Manual,First Owner
1254,Toyota Corolla Altis D-4D J,2014,715000,234000,Diesel,Individual,Manual,First Owner
1255,Hyundai i20 1.4 CRDi Era,2011,220000,70000,Diesel,Individual,Manual,First Owner
1256,Tata Indica Vista Aqua 1.3 Quadrajet,2010,110000,110000,Diesel,Individual,Manual,Second Owner
1257,Hyundai Verna XXi (Petrol),2007,150000,84000,Petrol,Individual,Manual,Second Owner
1258,Nissan Sunny Diesel XV,2012,300000,170000,Diesel,Individual,Manual,First Owner
1259,Datsun RediGO T Option,2017,220000,40000,Petrol,Individual,Manual,First Owner
1260,Maruti Wagon R LX,2006,75000,96000,Petrol,Individual,Manual,Second Owner
1261,Tata Indigo LS,2009,100000,20000,Diesel,Individual,Manual,First Owner
1262,Ford Figo Aspire 1.2 Ti-VCT Trend,2016,380000,15000,Petrol,Individual,Manual,First Owner
1263,Hyundai Santro Xing XK (Non-AC),2007,100000,50000,Petrol,Individual,Manual,First Owner
1264,Volkswagen Passat 1.8 TSI MT,2010,480000,80000,Petrol,Individual,Manual,Second Owner
1265,Toyota Etios GD,2012,300000,124000,Diesel,Individual,Manual,First Owner
1266,Chevrolet Beat Diesel LS,2013,190000,70000,Diesel,Individual,Manual,First Owner
1267,Ford Figo Diesel LXI,2012,190000,130000,Diesel,Individual,Manual,Second Owner
1268,Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2017,650000,19014,Petrol,Dealer,Manual,First Owner
1269,Toyota Corolla Executive (HE),2009,300000,23262,Petrol,Dealer,Manual,First Owner
1270,Ford Freestyle Titanium Diesel BSIV,2016,700000,29600,Diesel,Dealer,Manual,First Owner
1271,Hyundai i10 Sportz 1.1L,2015,310000,35925,Petrol,Dealer,Manual,First Owner
1272,Maruti Ignis 1.2 Zeta BSIV,2018,500000,12000,Petrol,Individual,Manual,First Owner
1273,Toyota Etios V,2013,415000,40771,Petrol,Dealer,Manual,First Owner
1274,Maruti Celerio VXI AT,2015,395000,30500,Petrol,Dealer,Automatic,Second Owner
1275,Toyota Etios Liva 1.2 G,2014,430000,42000,Petrol,Dealer,Manual,Second Owner
1276,Toyota Corolla H6,2007,215000,55800,Petrol,Dealer,Manual,Second Owner
1277,Renault Duster RXL AWD,2014,550000,66569,Diesel,Dealer,Manual,First Owner
1278,Volkswagen Polo 1.5 TDI Trendline,2014,415000,81358,Diesel,Dealer,Manual,First Owner
